date,close
"19,06,2023",90.25
"20,06,2023",92.9
"21,06,2023",88.59
"22,06,2023",88.2
"23,06,2023",85.93
"26,06,2023",84.3
"27,06,2023",87.85
"28,06,2023",86.72
"29,06,2023",86.9
"30,06,2023",88.09
"03,07,2023",86.33
"04,07,2023",86.32
"05,07,2023",84.91
"06,07,2023",85.05
"07,07,2023",85.23
"10,07,2023",85.38
"11,07,2023",85.81
"12,07,2023",84.88
"13,07,2023",84.91
"14,07,2023",85.11
"17,07,2023",85.56
"18,07,2023",86.42
"19,07,2023",88.25
"20,07,2023",89.56
"21,07,2023",90.43
"24,07,2023",90.09
"25,07,2023",90.89
"26,07,2023",89.83
"27,07,2023",90.03
"28,07,2023",87.68
"31,07,2023",85.69
"01,08,2023",84.16
"02,08,2023",82.53
"03,08,2023",83.86
"04,08,2023",82.73
"07,08,2023",81.76
"08,08,2023",83.44
"09,08,2023",83.03
"10,08,2023",83.98
"11,08,2023",85.82
"14,08,2023",86.82
"15,08,2023",86.19
"16,08,2023",87.52
"17,08,2023",87.88
"18,08,2023",87.07
"21,08,2023",86.93
"22,08,2023",88.92
"23,08,2023",87.31
"24,08,2023",84.94
"25,08,2023",84.5
"28,08,2023",84.79
"29,08,2023",83.88
"30,08,2023",85.35
"31,08,2023",84.86
"01,09,2023",84.37
"04,09,2023",83.26
"05,09,2023",82.95
"06,09,2023",82.79
"07,09,2023",82.05
"08,09,2023",80.65
"11,09,2023",80.8
"12,09,2023",80.23
"13,09,2023",82.15
"14,09,2023",82.23
"15,09,2023",81.44
"18,09,2023",79.99
"19,09,2023",80.36
"20,09,2023",81.92
"21,09,2023",83.23
"22,09,2023",84.56
"25,09,2023",84.37
"26,09,2023",82.92
"27,09,2023",82.29
"28,09,2023",82.71
"29,09,2023",81.67
"02,10,2023",80.8
"03,10,2023",79.65
"04,10,2023",81.67
"05,10,2023",80.51
"06,10,2023",80.46
"09,10,2023",81.75
"10,10,2023",84.82
"11,10,2023",84.12
"12,10,2023",85.23
"13,10,2023",85.95
"16,10,2023",83.35
"17,10,2023",82.55
"18,10,2023",81.86
"19,10,2023",81.76
"20,10,2023",81.41
"23,10,2023",80.5
"24,10,2023",80.58
"25,10,2023",79.92
"26,10,2023",79.65
"27,10,2023",79.35
"30,10,2023",78.72
"31,10,2023",79.05
"01,11,2023",78.54
"02,11,2023",78.61
"03,11,2023",77.64
"06,11,2023",75.84
"07,11,2023",75.25
"08,11,2023",75.7
"09,11,2023",77.38
"10,11,2023",78.7
"13,11,2023",77.48
"14,11,2023",78.63
"15,11,2023",79.74
"16,11,2023",77.01
"17,11,2023",76.55
"20,11,2023",76.61
"21,11,2023",75.37
"22,11,2023",75.19
"23,11,2023",76.59
"24,11,2023",76.6
"27,11,2023",73.63
"28,11,2023",72.96
"29,11,2023",71.02
"30,11,2023",70.81
"01,12,2023",72.49
"04,12,2023",70.37
"05,12,2023",68.64
"06,12,2023",68.82
"07,12,2023",69.65
"08,12,2023",68.63
"11,12,2023",67.28
"12,12,2023",68.21
"13,12,2023",68.9
"14,12,2023",67.14
"15,12,2023",66.7
"18,12,2023",69.44
"19,12,2023",69.23
"20,12,2023",72.92
"21,12,2023",75.18
"22,12,2023",76.16
"26,12,2023",76.16
"27,12,2023",79.99
"28,12,2023",80.2
"29,12,2023",80.37
"02,01,2024",75.96
"03,01,2024",77.35
"04,01,2024",75.82
"05,01,2024",76.35
"08,01,2024",72.42
"09,01,2024",71.94
"10,01,2024",69.99
"11,01,2024",67.92
"12,01,2024",65.81
"15,01,2024",67.25
"16,01,2024",65.59
"17,01,2024",63.15
"18,01,2024",63.01
"19,01,2024",63.65
"22,01,2024",62.04
"23,01,2024",63.05
"24,01,2024",65.82
"25,01,2024",63.21
"26,01,2024",63.58
"29,01,2024",61.78
"30,01,2024",63.51
"31,01,2024",64.16
"01,02,2024",62.19
"02,02,2024",63.4
"05,02,2024",62.67
"06,02,2024",63.58
"07,02,2024",62.41
"08,02,2024",60.78
"09,02,2024",58.79
"12,02,2024",56.89
"13,02,2024",56.43
"14,02,2024",56.63
"15,02,2024",57.91
"16,02,2024",57.17
"19,02,2024",53.54
"20,02,2024",54.31
"21,02,2024",54.55
"22,02,2024",52.8
"23,02,2024",52.22
"26,02,2024",53.97
"27,02,2024",55.68
"28,02,2024",57.84
"29,02,2024",56
"01,03,2024",56.37
"04,03,2024",57.03
"05,03,2024",60.54
"06,03,2024",59.23
"07,03,2024",59.16
"08,03,2024",58.39
"11,03,2024",56.21
"12,03,2024",56.51
"13,03,2024",56.04
"14,03,2024",58.45
"15,03,2024",59.39
"18,03,2024",61.43
"19,03,2024",60.84
"20,03,2024",60.62
"21,03,2024",59.07
"22,03,2024",61.51
"25,03,2024",65
"26,03,2024",62.28
"27,03,2024",62.43
"28,03,2024",61.8
"02,04,2024",58.72
"03,04,2024",57.41
"04,04,2024",58.5
"05,04,2024",60.58
"08,04,2024",63.51
"09,04,2024",64.07
"10,04,2024",62.87
"11,04,2024",68.03
"12,04,2024",71.55
"15,04,2024",70.55
"16,04,2024",73.62
"17,04,2024",69.98
"18,04,2024",71.53
"19,04,2024",68.81
"22,04,2024",66.33
"23,04,2024",65.67
"24,04,2024",66.47
"25,04,2024",68.39
"26,04,2024",66.92
"29,04,2024",65.49
"30,04,2024",68.52
"01,05,2024",67.82
"02,05,2024",72.51
"03,05,2024",72.01
"06,05,2024",73.2
"07,05,2024",70.98
"08,05,2024",71.69
"09,05,2024",73.26
"10,05,2024",71.91
"13,05,2024",69.81
"14,05,2024",70.22
"15,05,2024",69.46
"16,05,2024",70.1
"17,05,2024",70.69
"20,05,2024",74.22
"21,05,2024",76.25
"22,05,2024",76.21
"23,05,2024",75.81
"24,05,2024",75.61
"27,05,2024",76.25
"28,05,2024",74.58
"29,05,2024",73.86
"30,05,2024",75.48
"31,05,2024",74.1
"03,06,2024",74.57
"04,06,2024",72.33
"05,06,2024",71.82
"06,06,2024",72.1
"07,06,2024",71.39
"10,06,2024",70.8
"11,06,2024",70.63
"12,06,2024",70.74
"13,06,2024",70.71
"14,06,2024",68.28
"17,06,2024",67.99
"18,06,2024",68.5
"19,06,2024",70.33
"20,06,2024",69.22
"21,06,2024",68.13
"24,06,2024",67.35
"25,06,2024",67.92
"26,06,2024",66.93
"27,06,2024",66.67
"28,06,2024",67.47
"01,07,2024",68.05
"02,07,2024",70.67
"03,07,2024",70.76
"04,07,2024",70.07
"05,07,2024",70.36
"08,07,2024",68.99
"09,07,2024",68.56
"10,07,2024",67.96
"11,07,2024",68.37
"12,07,2024",69.19
"15,07,2024",67.64
"16,07,2024",68.02
"17,07,2024",66.54
"18,07,2024",66.44
"19,07,2024",66.3
"22,07,2024",64.72
"23,07,2024",65.73
"24,07,2024",68.41
"25,07,2024",66.81
"26,07,2024",67.87
"29,07,2024",68.69
"30,07,2024",68.64
"31,07,2024",69.21
"01,08,2024",71.18
"02,08,2024",70.58
"05,08,2024",68.73
"06,08,2024",69.96
"07,08,2024",70.57
"08,08,2024",71.06
"09,08,2024",70.14
"12,08,2024",72.65
"13,08,2024",71.29
"14,08,2024",71.87
"15,08,2024",72.11
"16,08,2024",72.52
"19,08,2024",73.14
"20,08,2024",73.07
"21,08,2024",72.14
"22,08,2024",71.57
"23,08,2024",71.13
"26,08,2024",70.49
"27,08,2024",71.49
"28,08,2024",70.77
"29,08,2024",71.06
"30,08,2024",70.3
"02,09,2024",70.43
"03,09,2024",68.16
"04,09,2024",67
"05,09,2024",66.2
"06,09,2024",66.5
"09,09,2024",66.52
"10,09,2024",64.92
"11,09,2024",66.4
"12,09,2024",65.45
"13,09,2024",64.99
"16,09,2024",63.21
"17,09,2024",64.34
"18,09,2024",63.7
"19,09,2024",62.82
"20,09,2024",63.39
"23,09,2024",64.1
"24,09,2024",63.87
"25,09,2024",65.24
"26,09,2024",66.52
"27,09,2024",66.33
"30,09,2024",65.56
"01,10,2024",63.61
"02,10,2024",62.6
"03,10,2024",62.76
"04,10,2024",62.05
"07,10,2024",61.76
"08,10,2024",60.29
"09,10,2024",62.01
"10,10,2024",65
"11,10,2024",64.62
"14,10,2024",65.97
"15,10,2024",65.09
"16,10,2024",63.03
"17,10,2024",62.98
"18,10,2024",62.28
"21,10,2024",61.76
"22,10,2024",62.25
"23,10,2024",64.89
"24,10,2024",66.63
"25,10,2024",66.97
"28,10,2024",66.4
"29,10,2024",67.28
"30,10,2024",65.47
"31,10,2024",64.58
"01,11,2024",63.87
"04,11,2024",65.22
"05,11,2024",64.3
"06,11,2024",63.76
"07,11,2024",66.04
"08,11,2024",68.02
"11,11,2024",67.57
"12,11,2024",67.53
"13,11,2024",66.31
"14,11,2024",68.27
"15,11,2024",68.01
"18,11,2024",69.51
"19,11,2024",68.13
"20,11,2024",68.38
"21,11,2024",69.99
"22,11,2024",69.27
"25,11,2024",69.86
"26,11,2024",69.23
"27,11,2024",68.47
"28,11,2024",67.63
"29,11,2024",68.4
"02,12,2024",68.83
"03,12,2024",68.49
"04,12,2024",67.86
"05,12,2024",67.34
"06,12,2024",68.31
"09,12,2024",66.37
"10,12,2024",68.18
"11,12,2024",70.75
"12,12,2024",68.17
"13,12,2024",66.47
"16,12,2024",65.27
"17,12,2024",64.26
"18,12,2024",64.86
"19,12,2024",67.69
"20,12,2024",68.2
"23,12,2024",69.68
"24,12,2024",69.47
"27,12,2024",71.56
"30,12,2024",71.98
"31,12,2024",73
"02,01,2025",75.19
"03,01,2025",75.94
"06,01,2025",74.36
"07,01,2025",74.04
"08,01,2025",72.17
"09,01,2025",73.46
"10,01,2025",74.85
"13,01,2025",76.92
"14,01,2025",76.96
"15,01,2025",77.98
"16,01,2025",78.33
"17,01,2025",80.39
